customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,missing_value,year,month,day,weekday,annual_income_bin,credit_score_binarize,spending_ratio_bin,loan_amount_kbins,annual_income_scaled,transaction_count_scaled,spending_ratio_normalized,credit_score_maxabs,age_robust,loan_sqrt,income_power,loan_power,debt_to_income,avg_monthly_txn,spending_to_income
1078,38.0,Male,North,Graduate,Unemployed,895275.0,553271.0,Car,719.0,6,50,56.4,2022-07-02,1,0,2022,7,2,5,high,1.0,level 3,1.0,-0.4141930846603719,0.379746835443038,1.0,0.8468786808009423,-0.09424603174603163,743.8218872821639,-0.3587990618801892,0.31191028038378815,0.6179900030716818,7.142857142857143,6.299740303258775e-05
1079,49.0,Female,South,Graduate,,1283136.0,1014838.0,Business,709.0,6,76,39.93,2019-07-29,1,0,2019,7,29,0,very high,1.0,level 2,3.0,0.3660234710321188,0.7088607594936709,1.0,0.8351001177856302,0.5168650793650795,1007.3916815221377,0.4065543547044344,1.3639133692106324,0.7909044715447154,10.857142857142858,3.1119070776597336e-05
1080,35.0,Male,North,Secondary,Salaried,711411.0,399978.0,Home,634.0,0,94,75.38,2023-01-30,1,0,2023,1,30,0,high,1.0,level 4,1.0,-0.7840517113226145,0.9367088607594936,1.0,0.7467608951707891,-0.2609126984126983,632.4381392673911,-0.7468682235120827,-0.17757470169029624,0.5622319587411496,94.0,0.00010595844033898829
1081,27.0,Female,South,Graduate,Self-Employed,766202.0,217995.0,Business,751.0,3,89,22.03,2019-10-13,0,0,2019,10,13,6,high,1.0,level 1,0.0,-0.6738347900468296,0.8734177215189873,1.0,0.8845700824499411,-0.7053571428571428,466.8993467547368,-0.6290991519412199,-0.9757338495270588,0.28451374441726857,8.9,2.8752208947509928e-05
1082,53.0,Female,North,Graduate,Self-Employed,1914331.0,974593.0,Business,787.0,0,39,44.88,2019-11-25,0,1,2019,11,25,0,very high,1.0,level 2,2.0,1.6357277951851572,0.240506329113924,1.0,0.9269729093050648,0.7390873015873017,987.2147689332853,1.549909086649118,1.2876881458680984,0.5091037025467383,3.5454545454545454,2.3444221506103178e-05
1083,48.0,Male,South,Secondary,Salaried,1774623.0,1153462.0,Education,722.0,5,51,48.09,2022-08-30,1,0,2022,8,30,1,very high,1.0,level 2,3.0,1.3546928508038287,0.3924050632911392,1.0,0.850412249705536,0.46130952380952395,1073.9934822893479,1.3052391919087327,1.6112347160806135,0.6499757976764643,6.375,2.7098713360527845e-05
1084,49.0,Female,West,Primary,Salaried,788365.0,407260.0,Business,845.0,1,57,65.92,2020-01-26,0,0,2020,1,26,6,high,1.0,level 3,1.0,-0.6292519639214581,0.4683544303797468,1.0,0.9952885747938751,0.5168650793650795,638.1692565456283,-0.5820024316359425,-0.15157518255841096,0.5165881285952573,57.0,8.361609153120699e-05
1085,24.0,Female,West,Secondary,,1327199.0,980081.0,Business,761.0,6,74,29.37,2019-09-19,1,0,2019,9,19,3,very high,1.0,level 1,2.0,0.454660075623656,0.6835443037974683,1.0,0.8963486454652533,-0.8720238095238094,989.9904039938973,0.4899304338723037,1.2982113185579427,0.7384582116170973,8.222222222222221,2.2129311429559547e-05
1086,27.0,Male,North,Secondary,Salaried,705815.0,355240.0,Business,671.0,6,86,73.25,2021-01-22,1,0,2021,1,22,4,high,1.0,level 4,1.0,-0.7953085580941517,0.8354430379746836,1.0,0.790341578327444,-0.7053571428571428,596.0201338881095,-0.7590085433667941,-0.34507817708105076,0.5033046903225349,86.0,0.00010378073574520235
1087,48.0,Male,South,Graduate,Salaried,625037.0,427594.0,Home,743.0,4,73,32.3,2020-09-09,1,0,2020,9,9,2,high,1.0,level 1,1.0,-0.9578006182283957,0.6708860759493671,1.0,0.8751472320376914,0.46130952380952395,653.9067211766522,-0.9367680599670283,-0.08066431592967047,0.6841099006938789,8.11111111111111,5.167694072510907e-05
1088,51.0,Male,North,Secondary,Self-Employed,478176.0,103247.0,Home,724.0,4,79,62.24,2019-12-13,1,0,2019,12,13,4,medium,1.0,level 3,0.0,-1.2532244519872806,0.7468354430379747,1.0,0.8527679623085983,0.6279761904761906,321.32071206195224,-1.2740302682296774,-1.7800163779756075,0.21591840661179149,6.583333333333333,0.0001301612795288764
1089,21.0,Male,North,Secondary,Salaried,1479361.0,326253.0,Home,619.0,5,28,46.17,2022-04-20,1,0,2022,4,20,2,very high,1.0,level 2,0.0,0.7607473376770224,0.10126582278481011,1.0,0.7290930506478209,-1.038690476190476,571.1856090624133,0.773251234945804,-0.4616949924939378,0.2205364343118414,7.0,3.120942082426129e-05
1090,39.69642857142857,Female,North,Graduate,Salaried,1505289.0,1191015.0,Car,814.0,0,33,64.5,2023-01-26,0,0,2023,1,26,3,very high,1.0,level 3,3.0,0.8129037928400703,0.16455696202531644,1.0,0.9587750294464076,0.0,1091.3363367908173,0.8208616618048721,1.674605243880959,0.7912201577238657,33.0,4.284891472667375e-05
1091,22.0,Male,South,Primary,Salaried,1101178.5313174946,288009.0,Home,628.0,6,56,21.1,2018-04-03,1,0,2018,4,3,1,very high,1.0,level 1,0.0,0.0,0.45569620253164556,1.0,0.7396937573616019,-0.9831349206349205,536.6646997893564,0.055112186147038486,-0.6272751180084415,0.2615461451608708,14.0,1.9161288928104246e-05
1092,38.0,Female,South,Primary,Self-Employed,1406305.0,830918.0,Education,721.0,4,46,74.0,2018-05-17,1,0,2018,5,17,3,very high,1.0,level 4,2.0,0.613788760525232,0.3291139240506329,1.0,0.8492343934040048,-0.09424603174603163,911.5470366360696,0.6380814356687857,0.9960152425952716,0.5908519133473891,9.2,5.2620164189133936e-05
1093,26.0,Male,West,Primary,Self-Employed,772212.0,578114.0,Business,753.0,5,65,22.82,2018-08-20,1,0,2018,8,20,0,high,1.0,level 1,1.0,-0.6617451458193566,0.5696202531645569,1.0,0.8869257950530035,-0.7609126984126983,760.3380826974275,-0.6162980160177617,0.3818780358224757,0.7486467446763324,8.125,2.9551470321621525e-05
1094,21.0,Female,West,Graduate,Salaried,781780.0,361429.0,Business,763.0,6,73,48.56,2020-08-18,1,0,2020,8,18,1,high,1.0,level 2,1.0,-0.6424982712821752,0.6708860759493671,1.0,0.8987043580683156,-1.038690476190476,601.1896539362599,-0.595964336326911,-0.3210531471220728,0.4623154851748574,9.125,6.211466141369695e-05
1095,39.69642857142857,Female,East,Primary,Salaried,1454126.0,810016.0,Business,834.0,2,92,66.25,2021-02-05,0,0,2021,2,5,4,very high,1.0,level 4,2.0,0.7099849130380409,0.9113924050632911,1.0,0.9823321554770318,0.0,900.0088888449935,0.7267335988366636,0.9506895325681598,0.5570466383243268,46.0,4.556001336885524e-05
1096,29.0,Female,North,Post-Graduate,Self-Employed,1978602.0,941436.0,Education,634.0,4,63,78.06,2020-04-02,1,0,2020,4,2,3,very high,1.0,level 4,2.0,1.765014571249036,0.5443037974683544,1.0,0.7467608951707891,-0.5942460317460316,970.2762493228411,1.6611124575275904,1.2232075455102418,0.4758086770356039,15.75,3.945209799646417e-05
1097,58.0,Male,South,Graduate,Salaried,1101178.5313174946,464736.0,Education,673.0,0,66,25.2,2018-10-10,1,0,2018,10,10,2,very high,1.0,level 1,1.0,0.0,0.5822784810126582,1.0,0.7926972909305064,1.0168650793650795,681.7154831746159,0.055112186147038486,0.042967123989575404,0.4220351076441447,6.6,2.288457255868374e-05
1098,36.0,Female,South,Graduate,Unemployed,594966.0,346471.0,Education,799.0,0,31,33.27,2019-08-18,0,0,2019,8,18,6,medium,1.0,level 1,1.0,-1.0182910827149745,0.1392405063291139,1.0,0.9411071849234394,-0.20535714285714274,588.6178726474418,-1.0042337346303711,-0.3796275085258739,0.5823374781079927,3.875,5.591916176722704e-05
1099,46.0,Female,West,Primary,Salaried,1101178.5313174946,193254.0,Education,625.0,1,26,22.04,2022-01-02,1,0,2022,1,2,6,very high,1.0,level 1,0.0,0.0,0.07594936708860756,1.0,0.7361601884570083,0.3501984126984128,439.60664235200085,0.055112186147038486,-1.1177454973423704,0.17549742798634396,26.0,2.0014919809261494e-05
1100,27.0,Female,West,Primary,,1998870.0,1293346.0,Home,715.0,1,78,69.73,2018-08-08,0,0,2018,8,8,2,very high,1.0,level 4,3.0,1.8057854380048464,0.7341772151898733,1.0,0.8421672555948174,-0.7053571428571428,1137.2537096004567,1.6960120126151095,1.840442821761373,0.6470385767958897,9.75,3.488470986107151e-05
1101,37.0,Male,South,Primary,Self-Employed,650348.0,401767.0,Education,767.0,6,58,38.92,2018-10-12,1,0,2018,10,12,4,high,1.0,level 2,1.0,-0.9068853128970202,0.4810126582278481,1.0,0.9034157832744405,-0.14980158730158719,633.8509288468385,-0.8805438667536816,-0.1711566563540564,0.6177723311211843,5.8,5.9844883047230104e-05
1102,24.0,Male,South,Primary,Self-Employed,1211727.0,879712.0,Car,793.0,1,53,21.28,2020-10-03,0,0,2020,10,3,5,very high,1.0,level 1,2.0,0.22237797941155094,0.4177215189873418,1.0,0.934040047114252,-0.8720238095238094,937.9296348873938,0.2700550497065332,1.0987887705876016,0.725998512866347,5.3,1.7561711507625068e-05
1103,33.0,Female,South,Secondary,Self-Employed,1812838.0,419871.0,Education,840.0,4,76,54.85,2019-09-01,1,0,2019,9,1,6,very high,1.0,level 3,1.0,1.431565688433259,0.7088607594936709,1.0,0.9893992932862191,-0.3720238095238094,647.9745365367377,1.3725802079315361,-0.1073117171037266,0.2316097742876087,8.444444444444445,3.025642666360701e-05
1104,30.0,Male,North,Post-Graduate,Self-Employed,1652608.0,440063.0,Business,741.0,1,87,62.93,2018-09-11,0,0,2018,9,11,1,very high,1.0,level 3,1.0,1.109248933929435,0.8481012658227847,1.0,0.872791519434629,-0.538690476190476,663.3724444081167,1.0880066404686841,-0.03834654393031058,0.2662839584462861,9.666666666666666,3.807920571605607e-05
1105,57.0,Male,South,Secondary,,366472.0,159407.0,Education,795.0,1,56,67.18,2021-08-06,0,0,2021,8,6,4,medium,1.0,level 4,0.0,-1.4779268843975357,0.45569620253164556,1.0,0.9363957597173145,0.961309523809524,399.258061909838,-1.546359130124339,-1.3344322788563516,0.4349772970377,7.0,0.00018331550568665548
1106,39.69642857142857,Female,West,Post-Graduate,Self-Employed,1933693.0,580534.0,Home,651.0,3,82,33.83,2021-05-20,1,0,2021,5,20,3,very high,1.0,level 1,1.0,1.6746761631605867,0.7848101265822784,1.0,0.7667844522968198,0.0,761.9278181035261,1.5834964923718213,0.3885799491857562,0.30022035555799187,16.4,1.749502118485199e-05
1107,30.0,Male,East,Post-Graduate,Salaried,1226553.0,502978.0,Business,604.0,6,68,51.1,2021-11-24,1,0,2021,11,24,2,very high,1.0,level 2,1.0,0.2522017839567278,0.6075949367088608,1.0,0.7114252061248527,-0.538690476190476,709.2094190011861,0.2985400797388686,0.16320220770997027,0.410074411786527,6.181818181818182,4.166146917418163e-05
1108,39.69642857142857,Male,West,Graduate,Salaried,1101178.5313174946,467794.0,Education,759.0,4,92,73.7,2021-03-16,1,0,2021,3,16,1,very high,1.0,level 4,1.0,0.0,0.9113924050632911,1.0,0.8939929328621908,0.0,683.9546768609745,0.055112186147038486,0.05283218278161956,0.42481213236178184,30.666666666666668,6.692829355456317e-05
1109,57.0,Female,East,Secondary,Salaried,717083.0,162509.0,Home,825.0,0,98,59.31,2022-03-12,0,0,2022,3,12,5,high,1.0,level 3,0.0,-0.7726419838586834,0.9873417721518987,1.0,0.9717314487632509,0.961309523809524,403.1240503864784,-0.7345848234441358,-1.3132970327459326,0.22662509081933332,32.666666666666664,8.27100907426337e-05
1110,25.0,Male,South,Primary,Salaried,1056101.0,669623.0,Business,689.0,4,79,26.57,2023-02-04,1,0,2023,2,4,5,very high,1.0,level 1,2.0,-0.09067742367408943,0.7468354430379747,1.0,0.8115429917550059,-0.8164682539682538,818.3049553803277,-0.03390358572026708,0.6227019608540467,0.634052046158464,39.5,2.5158578582919627e-05
1111,48.0,Female,West,Secondary,Self-Employed,706079.0,525257.0,Car,666.0,1,59,53.94,2022-03-03,1,0,2022,3,3,3,high,1.0,level 3,1.0,-0.7947774988468883,0.49367088607594933,1.0,0.784452296819788,0.46130952380952395,724.7461624596573,-0.7584353217424764,0.2303099611175712,0.7439068432852415,19.666666666666668,7.639371798339846e-05
1112,53.0,Female,South,Primary,Self-Employed,690042.0,431288.0,Business,706.0,4,61,26.35,2018-08-23,1,0,2018,8,23,3,high,1.0,level 1,1.0,-0.8270373365300802,0.5189873417721519,1.0,0.8315665488810365,0.7390873015873017,656.7252088963846,-0.7933442717523845,-0.0680380510623602,0.6250170279490234,7.625,3.8186081426927636e-05
1113,47.0,Male,North,Primary,Unemployed,1323129.0,962500.0,Home,769.0,2,72,64.61,2019-05-08,0,0,2019,5,8,2,very high,1.0,level 3,2.0,0.44647291222834573,0.6582278481012658,1.0,0.9057714958775029,0.40575396825396837,981.0708435174291,0.4822554454266249,1.2643520855097645,0.7274422977653728,14.4,4.883121751545012e-05
1114,51.0,Female,North,Primary,Self-Employed,1864523.0,694018.0,Home,645.0,0,36,26.95,2019-01-08,1,0,2019,1,8,1,very high,1.0,level 1,2.0,1.5355346172014683,0.20253164556962022,1.0,0.7597173144876325,0.6279761904761906,833.0774273739506,1.4631545729703155,0.6829552079694027,0.3722228151650583,36.0,1.4454098984029695e-05
1115,54.0,Female,South,Graduate,Self-Employed,402053.0,84855.0,Home,674.0,6,47,57.96,2020-09-01,1,1,2020,9,1,1,medium,1.0,level 3,0.0,-1.4063525697123922,0.3417721518987341,1.0,0.7938751472320377,0.7946428571428572,291.29881565155733,-1.4578230206352418,-1.9631822847917164,0.21105426399007096,5.222222222222222,0.00014416009829549834
1116,50.0,Female,South,Post-Graduate,Salaried,1687331.0,642161.0,Home,616.0,0,29,48.41,2018-07-02,1,0,2018,7,2,0,very high,1.0,level 2,2.0,1.1790973060609726,0.11392405063291139,1.0,0.7255594817432274,0.572420634920635,801.3494868033547,1.150181476352545,0.5529979514085928,0.3805779660303758,4.142857142857143,2.869028068588795e-05
1117,42.0,Male,North,Post-Graduate,Unemployed,1679359.0,785226.0,Business,826.0,3,26,23.94,2019-01-17,0,0,2019,1,17,3,very high,1.0,level 1,2.0,1.1630609260640652,0.07594936708860756,1.0,0.9729093050647821,0.12797619047619058,886.1297873336614,1.135932392212343,0.8958541013386339,0.4675748306347839,26.0,1.4255439128858095e-05
1118,53.0,Female,South,Graduate,Self-Employed,1015673.0,299992.0,Home,751.0,0,32,71.25,2018-07-08,0,1,2018,7,8,6,very high,1.0,level 4,0.0,-0.17200190567546625,0.15189873417721517,1.0,0.8845700824499411,0.7390873015873017,547.7152544890456,-0.11446378469608043,-0.5738127092602077,0.295362779162191,4.571428571428571,7.015053073183988e-05
1119,35.0,Female,East,Primary,Salaried,1702337.0,575444.0,Business,802.0,0,75,45.94,2022-10-26,0,0,2022,10,26,2,very high,1.0,level 2,1.0,1.2092831964565562,0.6962025316455696,1.0,0.944640753828033,-0.2609126984126983,758.580252840792,1.1769622722642938,0.37446085533728074,0.3380317763169102,7.5,2.698643100631661e-05
1120,39.69642857142857,Female,West,Secondary,,1610706.0,1273080.0,Education,600.0,5,34,64.75,2020-10-13,1,0,2020,10,13,1,very high,0.0,level 3,3.0,1.0249593711308376,0.17721518987341772,1.0,0.7067137809187279,0.0,1128.3084684606422,1.0125860204085424,1.808351995870405,0.790386327486208,3.4,4.019976333359409e-05
1121,55.0,Female,South,Primary,Salaried,631374.0,332064.0,Business,659.0,0,72,29.22,2019-01-02,1,0,2019,1,2,2,high,1.0,level 1,0.0,-0.9450531847060171,0.6582278481012658,1.0,0.7762073027090695,0.8501984126984128,576.2499457700625,-0.9226443821301994,-0.4377496482274547,0.5259386670974732,72.0,4.628001786579745e-05
1122,47.0,Female,North,Primary,Self-Employed,1855743.0,1386428.0,Business,721.0,5,34,48.89,2018-06-17,1,0,2018,6,17,6,very high,1.0,level 2,3.0,1.5178728740538456,0.17721518987341772,1.0,0.8492343934040048,0.40575396825396837,1177.466772354957,1.4478082776538947,1.9834586725904384,0.7471012958152071,5.666666666666667,2.63452428488212e-05
1123,34.0,Female,South,Secondary,Salaried,1519432.0,752053.0,Home,662.0,4,21,67.85,2019-07-14,1,0,2019,7,14,6,very high,1.0,level 4,2.0,0.841353682741759,0.012658227848101222,1.0,0.7797408716136631,-0.31646825396825384,867.2098938549998,0.8467543261478502,0.8205380216214786,0.49495666801804883,3.0,4.465484470512665e-05
1124,39.69642857142857,Male,West,Graduate,Self-Employed,1406237.0,686192.0,Home,694.0,2,64,65.42,2019-08-14,0,0,2019,8,14,2,very high,1.0,level 3,2.0,0.6136519725373005,0.5569620253164557,1.0,0.817432273262662,0.0,828.3670683941992,0.6379548991824985,0.6637902625929865,0.4879632665048637,8.0,4.652131895263743e-05
1125,39.69642857142857,Female,South,Post-Graduate,Self-Employed,1979240.0,1567553.0,Car,759.0,5,39,40.76,2021-11-24,1,0,2021,11,24,2,very high,1.0,level 2,3.0,1.7662979644299224,0.240506329113924,1.0,0.8939929328621908,0.0,1252.0195685371696,1.6622122487332331,2.2434614074453756,0.7919974333582587,3.5454545454545454,2.0593763262666477e-05
1126,39.69642857142857,Male,South,Graduate,Self-Employed,1098792.0,241648.0,Car,715.0,6,85,78.65,2021-10-09,1,0,2021,10,9,5,very high,1.0,level 4,0.0,-0.0048007178978754774,0.8227848101265822,1.0,0.8421672555948174,0.0,491.57705398035006,0.0504201659517974,-0.8502042516934041,0.21992151380789085,8.5,7.157860632403586e-05
1127,46.0,Female,North,Post-Graduate,Salaried,209078.0,161184.0,Car,660.0,5,28,76.17,2018-04-25,1,0,2018,4,25,2,low,1.0,level 4,0.0,-1.7945387751693944,0.10126582278481011,1.0,0.7773851590106007,0.3501984126984128,401.4772720839873,-1.965621420180001,-1.322289819297092,0.7709275963994299,7.0,0.0003643137967648437
1128,59.0,Male,West,Secondary,,564359.0,384349.0,Home,661.0,6,26,59.65,2022-03-17,1,0,2022,3,17,3,medium,1.0,level 3,1.0,-1.0798597584005423,0.07594936708860756,1.0,0.7785630153121319,1.072420634920635,619.95886960346,-1.0736910724961282,-0.23452065986365508,0.6810363616067078,8.666666666666666,0.00010569513377123427
1129,36.0,Female,West,Graduate,Self-Employed,298818.0,89167.0,Business,613.0,5,31,34.83,2022-11-24,1,0,2022,11,24,3,low,1.0,level 1,0.0,-1.6140188628610055,0.1392405063291139,1.0,0.7220259128386337,-0.20535714285714274,298.60843926453254,-1.720293543237171,-1.9179063598070665,0.29839902549377884,2.8181818181818183,0.00011655924341907113
1130,33.0,Female,West,Post-Graduate,Salaried,794604.0,535419.0,Business,782.0,3,89,63.15,2023-03-12,0,0,2023,3,12,6,high,1.0,level 3,1.0,-0.6167016660287454,0.8734177215189873,1.0,0.9210836277974087,-0.3720238095238094,731.7233083618424,-0.5687982076100838,0.26025609144062095,0.6738186568403884,29.666666666666668,7.947354908860262e-05
1131,42.0,Female,East,Graduate,Self-Employed,1590281.0,528508.0,Business,781.0,0,26,47.76,2020-10-16,0,0,2020,10,16,4,very high,1.0,level 2,1.0,0.9838726850499501,0.07594936708860756,1.0,0.9199057714958775,0.12797619047619058,726.9855569404388,0.9756636071467957,0.2399342124246838,0.3323362349169738,2.6,3.003242823123712e-05
1132,39.69642857142857,Male,West,Post-Graduate,Unemployed,1689700.0,714106.0,Car,619.0,1,68,50.84,2019-10-23,1,0,2019,10,23,2,very high,1.0,level 2,2.0,1.1838627581699381,0.6075949367088608,1.0,0.7290930506478209,0.0,845.0479276348768,1.1544128990094913,0.7314624756506871,0.4226229508196721,6.8,3.0088181333964612e-05
1133,56.0,Male,East,Graduate,Self-Employed,1101178.5313174946,436821.0,Education,638.0,2,77,74.74,2020-02-17,1,0,2020,2,17,0,very high,1.0,level 4,1.0,0.0,0.7215189873417721,1.0,0.751472320376914,0.9057539682539684,660.9243527061172,0.055112186147038486,-0.049267437318600296,0.3966849948276504,38.5,6.78727362315882e-05
1134,32.0,Female,South,Post-Graduate,Unemployed,1144994.0,507445.0,Car,821.0,3,33,78.28,2021-02-23,0,0,2021,2,23,1,very high,1.0,level 4,1.0,0.08813867354932972,0.16455696202531644,1.0,0.967020023557126,-0.42757936507936495,712.351738960466,0.14085678410976113,0.17682256821722128,0.4431857284841667,16.5,6.836717048298944e-05
1135,57.0,Female,North,Primary,Salaried,820347.0,455908.0,Business,830.0,1,89,59.13,2020-12-25,0,0,2020,12,25,4,high,1.0,level 3,1.0,-0.5649173546563935,0.8734177215189873,1.0,0.9776207302709069,0.961309523809524,675.209597088193,-0.5145585667479622,0.014229713664396593,0.5557501886396854,7.416666666666667,7.207925426679199e-05
1136,39.69642857142857,Male,South,Post-Graduate,Self-Employed,344832.0,96044.0,Car,644.0,6,30,73.02,2021-10-10,1,0,2021,10,10,6,medium,1.0,level 4,0.0,-1.5214576499686696,0.1265822784810126,1.0,0.7585394581861012,0.0,309.9096642571832,-1.6011437826485515,-1.8487820184411181,0.2785240348923534,3.0,0.00021175528953229397
1137,34.0,Male,South,Graduate,Self-Employed,1268392.0,442958.0,Business,645.0,0,83,41.56,2021-09-05,0,1,2021,9,5,6,very high,1.0,level 2,1.0,0.33636461670768275,0.7974683544303798,1.0,0.7597173144876325,-0.31646825396825384,665.5508996312753,0.3785133606183363,-0.02864224015635152,0.3492279989151619,9.222222222222221,3.2765895716781564e-05
1138,48.0,Female,South,Graduate,Self-Employed,292324.0,182185.0,Home,655.0,6,25,32.35,2019-01-17,1,0,2019,1,17,3,low,1.0,level 1,0.0,-1.6270821157084612,0.06329113924050633,1.0,0.7714958775029447,0.46130952380952395,426.831348426987,-1.7374288186767899,-1.1854453932126854,0.6232297040270385,25.0,0.00011066487869624116
1139,40.0,Male,South,Primary,Self-Employed,553299.0,323127.0,Car,634.0,4,78,38.97,2019-08-17,1,0,2019,8,17,5,medium,1.0,level 2,0.0,-1.102107922319985,0.7341772151898733,1.0,0.7467608951707891,0.01686507936507948,568.44260924037,-1.0989956879212657,-0.4747004948272091,0.5840006940189663,9.75,7.04320810267143e-05
1140,34.0,Male,South,Post-Graduate,Self-Employed,445546.0,175490.0,Education,628.0,6,75,50.94,2018-11-01,1,0,2018,11,1,3,medium,1.0,level 2,0.0,-1.31886257031381,0.6962025316455696,1.0,0.7396937573616019,-0.31646825396825384,418.91526589514496,-1.3519443474523143,-1.227807969698752,0.39387627764585476,6.818181818181818,0.00011433162905738127
1141,43.0,Male,South,Secondary,Salaried,1543276.0,1178895.0,Business,723.0,1,20,63.85,2020-06-12,0,0,2020,6,12,4,very high,1.0,level 3,3.0,0.8893179883923188,0.0,1.0,0.8515901060070671,0.18353174603174616,1085.7693125153244,0.8902856121297227,1.6543082602415278,0.7638912287886289,3.3333333333333335,4.137302724852846e-05
1142,49.0,Female,North,Primary,Salaried,1244257.0,979452.0,Car,770.0,1,36,69.85,2019-02-21,0,0,2019,2,21,3,very high,1.0,level 4,2.0,0.2878149389322986,0.20253164556962022,1.0,0.9069493521790342,0.5168650793650795,989.6726731601717,0.33245381839831895,1.2970073236888764,0.7871782115752614,18.0,5.613792005992331e-05
1143,32.0,Female,West,Secondary,,301376.0,179418.0,Home,652.0,0,81,59.47,2022-05-21,1,0,2022,5,21,5,medium,1.0,level 3,0.0,-1.6088732206091125,0.7721518987341771,1.0,0.767962308598351,-0.42757936507936495,423.57761980539055,-1.7135668808523234,-1.2028186552583955,0.5953294223826715,16.2,0.00019732825440645573
1144,26.0,Female,North,Graduate,,882568.0,329384.0,Business,802.0,4,23,60.06,2023-06-13,1,0,2023,6,13,1,high,1.0,level 3,0.0,-0.43975433411103715,0.03797468354430378,1.0,0.944640753828033,-0.7609126984126983,573.9198550320419,-0.3850021519322587,-0.44875619785948506,0.3732109027293081,3.8333333333333335,6.80514136021247e-05
1145,39.69642857142857,Female,South,Post-Graduate,Salaried,1266348.0,344605.0,Business,653.0,4,34,57.81,2019-04-21,1,0,2019,4,21,6,very high,1.0,level 3,1.0,0.3322529307175073,0.17721518987341772,1.0,0.7691401648998822,0.0,587.0306635943305,0.3746202188251515,-0.38705856336744937,0.27212503987845366,8.5,4.56509585042974e-05
1146,27.0,Male,East,Primary,Self-Employed,1463008.0,620243.0,Business,771.0,2,91,60.09,2019-07-30,0,0,2019,7,30,1,very high,1.0,level 3,1.0,0.7278518381675608,0.8987341772151898,1.0,0.9081272084805654,-0.7053571428571428,787.5550774390322,0.7431269366534075,0.49584637158661504,0.42395051838404163,13.0,4.107291279336819e-05
1147,30.0,Female,East,Post-Graduate,Self-Employed,1517191.0,739644.0,Car,716.0,0,31,28.94,2021-06-13,0,0,2021,6,13,6,very high,1.0,level 1,2.0,0.8368457139041938,0.1392405063291139,1.0,0.8433451118963486,-0.538690476190476,860.0255810148905,0.8426551671476318,0.7917644267906832,0.48750882387253813,5.166666666666667,1.9074724276640186e-05
1148,57.0,Female,East,Graduate,Salaried,620182.0,391256.0,Business,722.0,4,42,45.85,2021-10-18,1,0,2021,10,18,0,high,1.0,level 2,1.0,-0.9675668782490914,0.2784810126582278,1.0,0.850412249705536,0.961309523809524,625.5045963060543,-0.9476104041436136,-0.20915726126271478,0.6308728728018549,4.2,7.392991089712375e-05
1149,36.0,Female,North,Graduate,Salaried,1388554.0,441966.0,Home,740.0,1,97,49.15,2019-09-06,0,0,2019,9,6,4,very high,1.0,level 2,1.0,0.5780810609109439,0.9746835443037973,1.0,0.8716136631330977,-0.20535714285714274,664.8052346364309,0.6050030914304084,-0.03196248008264113,0.31829226663133015,10.777777777777779,3.539653481247398e-05
1150,39.69642857142857,Female,North,Post-Graduate,Self-Employed,1363369.0,858500.0,Car,742.0,1,94,27.39,2022-02-17,0,1,2022,2,17,3,very high,1.0,level 1,2.0,0.5274192156748532,0.9367088607594936,1.0,0.8739693757361602,0.0,926.5527507918802,0.5579087034997534,1.0546158779441495,0.6296901279110791,47.0,2.008993896736687e-05
1151,30.0,Male,South,Post-Graduate,Salaried,1993961.0,1496769.0,Business,683.0,6,73,53.01,2020-07-09,1,0,2020,7,9,3,very high,1.0,level 3,3.0,1.7959105522290286,0.6708860759493671,1.0,0.8044758539458187,-0.538690476190476,1223.4251100905196,1.6875664850670529,2.144501500877972,0.7506510909691815,10.428571428571429,2.6585274235554255e-05
1152,33.0,Female,East,Primary,Unemployed,425160.0,249978.0,Education,815.0,4,61,74.0,2023-01-01,1,0,2023,1,1,6,medium,1.0,level 4,0.0,-1.3598708044604426,0.5189873417721519,1.0,0.9599528857479388,-0.3720238095238094,499.9779995159787,-1.401269039731041,-0.808057446015322,0.5879621789443974,61.0,0.00017405212155423842
1153,36.0,Male,East,Post-Graduate,Salaried,305111.0,138594.0,Home,801.0,2,55,28.98,2019-01-02,0,0,2019,1,2,2,medium,1.0,level 1,0.0,-1.6013599392131705,0.4430379746835442,1.0,0.9434628975265018,-0.20535714285714274,372.28215106287325,-1.7037680136837265,-1.4842906733626102,0.45424124335078053,55.0,9.498182628617126e-05
1154,25.0,Female,North,Secondary,Unemployed,1066964.0,228525.0,Education,742.0,6,51,58.28,2023-03-22,1,0,2023,3,22,2,very high,1.0,level 3,0.0,-0.06882554260203648,0.3924050632911392,1.0,0.8739693757361602,-0.8164682539682538,478.04288510551015,-0.01237561846001613,-0.918724062520832,0.21418248413254806,17.0,5.462227404111104e-05
1155,29.0,Female,South,Secondary,Self-Employed,742015.0,457887.0,Business,666.0,4,58,63.47,2022-10-14,1,0,2022,10,14,4,high,1.0,level 3,1.0,-0.7224890704012201,0.4810126582278481,1.0,0.784452296819788,-0.5942460317460316,676.673481082272,-0.6808465430823538,0.020705657875319198,0.6170859079668201,5.8,8.553735436615162e-05
